user_id,image,annotations,raw_data_t1,raw_data_t2,raw_data_t3,raw_data_t4
07c350ded1027bb2388ffeae3182478f66f3eef257916c460cc552eb63618b98,TestDataset12.png,"{'tooth_num': 2, 'mesial': None, 'mesial_conf': None, 'mesial_pls': False, 'mesial_pls_conf': None, 'distal': 'Healthy', 'distal_conf': 81, 'distal_pls': False, 'distal_pls_conf': None, 'furcation': None, 'furcation_conf': None, 'arr_left': None, 'arr_left_conf': None, 'arr_right': None, 'arr_right_conf': None}","[{'x': 259.1171569824219, 'y': 831.7048950195312, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 1}, {'value': 0}, {'value': 81}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 342.28765869140625, 'y': 885.7656860351562, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 0}, {'value': 1}, {'value': 81}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 595.9576416015625, 'y': 831.7048950195312, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 1}, {'value': 1}, {'value': 82}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 699.9207153320312, 'y': 864.9730834960938, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 0}, {'value': 0}, {'value': 98}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 882.8958129882812, 'y': 989.728759765625, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 1}, {'value': 1}, {'value': 87}], 'tool_label': 'Probe Site (Percent Bone Loss)'}]","[{'x': 1173.9925537109375, 'y': 1222.606201171875, 'tool': 0, 'frame': 0, 'details': [{'value': 80}], 'tool_label': 'Widened Periodontal Ligament Space'}]",[],[]
07c350ded1027bb2388ffeae3182478f66f3eef257916c460cc552eb63618b98,TestDataset12.png,"{'tooth_num': 3, 'mesial': 'Mild', 'mesial_conf': 81, 'mesial_pls': False, 'mesial_pls_conf': None, 'distal': 'Mild', 'distal_conf': 82, 'distal_pls': False, 'distal_pls_conf': None, 'furcation': None, 'furcation_conf': None, 'arr_left': None, 'arr_left_conf': None, 'arr_right': None, 'arr_right_conf': None}","[{'x': 259.1171569824219, 'y': 831.7048950195312, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 1}, {'value': 0}, {'value': 81}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 342.28765869140625, 'y': 885.7656860351562, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 0}, {'value': 1}, {'value': 81}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 595.9576416015625, 'y': 831.7048950195312, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 1}, {'value': 1}, {'value': 82}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 699.9207153320312, 'y': 864.9730834960938, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 0}, {'value': 0}, {'value': 98}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 882.8958129882812, 'y': 989.728759765625, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 1}, {'value': 1}, {'value': 87}], 'tool_label': 'Probe Site (Percent Bone Loss)'}]","[{'x': 1173.9925537109375, 'y': 1222.606201171875, 'tool': 0, 'frame': 0, 'details': [{'value': 80}], 'tool_label': 'Widened Periodontal Ligament Space'}]",[],[]
07c350ded1027bb2388ffeae3182478f66f3eef257916c460cc552eb63618b98,TestDataset12.png,"{'tooth_num': 4, 'mesial': 'Healthy', 'mesial_conf': 98, 'mesial_pls': False, 'mesial_pls_conf': None, 'distal': 'Mild', 'distal_conf': 87, 'distal_pls': False, 'distal_pls_conf': None, 'furcation': None, 'furcation_conf': None, 'arr_left': None, 'arr_left_conf': None, 'arr_right': None, 'arr_right_conf': None}","[{'x': 259.1171569824219, 'y': 831.7048950195312, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 1}, {'value': 0}, {'value': 81}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 342.28765869140625, 'y': 885.7656860351562, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 0}, {'value': 1}, {'value': 81}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 595.9576416015625, 'y': 831.7048950195312, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 1}, {'value': 1}, {'value': 82}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 699.9207153320312, 'y': 864.9730834960938, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 0}, {'value': 0}, {'value': 98}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 882.8958129882812, 'y': 989.728759765625, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 1}, {'value': 1}, {'value': 87}], 'tool_label': 'Probe Site (Percent Bone Loss)'}]","[{'x': 1173.9925537109375, 'y': 1222.606201171875, 'tool': 0, 'frame': 0, 'details': [{'value': 80}], 'tool_label': 'Widened Periodontal Ligament Space'}]",[],[]
07c350ded1027bb2388ffeae3182478f66f3eef257916c460cc552eb63618b98,TestDataset12.png,"{'tooth_num': 5, 'mesial': None, 'mesial_conf': None, 'mesial_pls': True, 'mesial_pls_conf': 80, 'distal': None, 'distal_conf': None, 'distal_pls': True, 'distal_pls_conf': 80, 'furcation': None, 'furcation_conf': None, 'arr_left': None, 'arr_left_conf': None, 'arr_right': None, 'arr_right_conf': None}","[{'x': 259.1171569824219, 'y': 831.7048950195312, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 1}, {'value': 0}, {'value': 81}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 342.28765869140625, 'y': 885.7656860351562, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 0}, {'value': 1}, {'value': 81}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 595.9576416015625, 'y': 831.7048950195312, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 1}, {'value': 1}, {'value': 82}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 699.9207153320312, 'y': 864.9730834960938, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 0}, {'value': 0}, {'value': 98}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 882.8958129882812, 'y': 989.728759765625, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 1}, {'value': 1}, {'value': 87}], 'tool_label': 'Probe Site (Percent Bone Loss)'}]","[{'x': 1173.9925537109375, 'y': 1222.606201171875, 'tool': 0, 'frame': 0, 'details': [{'value': 80}], 'tool_label': 'Widened Periodontal Ligament Space'}]",[],[]
480009eb82de6cdd60bf59d39005859385dfc034e2c34489098239f9c2f505b6,TestDataset12.png,"{'tooth_num': 2, 'mesial': 'Mild', 'mesial_conf': 83, 'mesial_pls': False, 'mesial_pls_conf': None, 'distal': 'Moderate', 'distal_conf': '50', 'distal_pls': False, 'distal_pls_conf': None, 'furcation': None, 'furcation_conf': None, 'arr_left': None, 'arr_left_conf': None, 'arr_right': None, 'arr_right_conf': None}","[{'x': 53.3482551574707, 'y': 748.7667846679688, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 0}, {'value': 1}, {'value': 83}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 316.5952453613281, 'y': 812.8910522460938, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 1}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 377.34454345703125, 'y': 806.1411743164062, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 0}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 664.2162475585938, 'y': 775.7664794921875, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 1}, {'value': 1}, {'value': 70}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 741.8403930664062, 'y': 792.6412963867188, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 0}, {'value': 1}, {'value': 73}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 967.9627685546875, 'y': 887.1401977539062, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 1}, {'value': 1}, {'value': 74}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 1055.7117919921875, 'y': 924.2647705078125, 'tool': 0, 'frame': 0, 'details': [{'value': 5}, {'value': 0}, {'value': 1}, {'value': 79}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 1258.20947265625, 'y': 1082.887939453125, 'tool': 0, 'frame': 0, 'details': [{'value': 5}, {'value': 1}, {'value': 1}, {'value': 75}], 'tool_label': 'Probe Site (Percent Bone Loss)'}]","[{'x': 1221.0848388671875, 'y': 1197.63671875, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}, {'x': 1052.3367919921875, 'y': 1099.7628173828125, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}]","[{'x': 1376.3331298828125, 'y': 1184.1368408203125, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Alveolar Ridge Resorption'}]",[]
480009eb82de6cdd60bf59d39005859385dfc034e2c34489098239f9c2f505b6,TestDataset12.png,"{'tooth_num': 3, 'mesial': 'Moderate', 'mesial_conf': '50', 'mesial_pls': False, 'mesial_pls_conf': None, 'distal': 'Mild', 'distal_conf': 70, 'distal_pls': False, 'distal_pls_conf': None, 'furcation': None, 'furcation_conf': None, 'arr_left': None, 'arr_left_conf': None, 'arr_right': None, 'arr_right_conf': None}","[{'x': 53.3482551574707, 'y': 748.7667846679688, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 0}, {'value': 1}, {'value': 83}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 316.5952453613281, 'y': 812.8910522460938, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 1}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 377.34454345703125, 'y': 806.1411743164062, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 0}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 664.2162475585938, 'y': 775.7664794921875, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 1}, {'value': 1}, {'value': 70}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 741.8403930664062, 'y': 792.6412963867188, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 0}, {'value': 1}, {'value': 73}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 967.9627685546875, 'y': 887.1401977539062, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 1}, {'value': 1}, {'value': 74}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 1055.7117919921875, 'y': 924.2647705078125, 'tool': 0, 'frame': 0, 'details': [{'value': 5}, {'value': 0}, {'value': 1}, {'value': 79}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 1258.20947265625, 'y': 1082.887939453125, 'tool': 0, 'frame': 0, 'details': [{'value': 5}, {'value': 1}, {'value': 1}, {'value': 75}], 'tool_label': 'Probe Site (Percent Bone Loss)'}]","[{'x': 1221.0848388671875, 'y': 1197.63671875, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}, {'x': 1052.3367919921875, 'y': 1099.7628173828125, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}]","[{'x': 1376.3331298828125, 'y': 1184.1368408203125, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Alveolar Ridge Resorption'}]",[]
480009eb82de6cdd60bf59d39005859385dfc034e2c34489098239f9c2f505b6,TestDataset12.png,"{'tooth_num': 4, 'mesial': 'Mild', 'mesial_conf': 73, 'mesial_pls': False, 'mesial_pls_conf': None, 'distal': 'Mild', 'distal_conf': 74, 'distal_pls': False, 'distal_pls_conf': None, 'furcation': None, 'furcation_conf': None, 'arr_left': None, 'arr_left_conf': None, 'arr_right': None, 'arr_right_conf': None}","[{'x': 53.3482551574707, 'y': 748.7667846679688, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 0}, {'value': 1}, {'value': 83}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 316.5952453613281, 'y': 812.8910522460938, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 1}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 377.34454345703125, 'y': 806.1411743164062, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 0}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 664.2162475585938, 'y': 775.7664794921875, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 1}, {'value': 1}, {'value': 70}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 741.8403930664062, 'y': 792.6412963867188, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 0}, {'value': 1}, {'value': 73}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 967.9627685546875, 'y': 887.1401977539062, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 1}, {'value': 1}, {'value': 74}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 1055.7117919921875, 'y': 924.2647705078125, 'tool': 0, 'frame': 0, 'details': [{'value': 5}, {'value': 0}, {'value': 1}, {'value': 79}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 1258.20947265625, 'y': 1082.887939453125, 'tool': 0, 'frame': 0, 'details': [{'value': 5}, {'value': 1}, {'value': 1}, {'value': 75}], 'tool_label': 'Probe Site (Percent Bone Loss)'}]","[{'x': 1221.0848388671875, 'y': 1197.63671875, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}, {'x': 1052.3367919921875, 'y': 1099.7628173828125, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}]","[{'x': 1376.3331298828125, 'y': 1184.1368408203125, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Alveolar Ridge Resorption'}]",[]
480009eb82de6cdd60bf59d39005859385dfc034e2c34489098239f9c2f505b6,TestDataset12.png,"{'tooth_num': 5, 'mesial': 'Mild', 'mesial_conf': 79, 'mesial_pls': True, 'mesial_pls_conf': 50, 'distal': 'Mild', 'distal_conf': 75, 'distal_pls': True, 'distal_pls_conf': 50, 'furcation': None, 'furcation_conf': None, 'arr_left': None, 'arr_left_conf': None, 'arr_right': True, 'arr_right_conf': 50}","[{'x': 53.3482551574707, 'y': 748.7667846679688, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 0}, {'value': 1}, {'value': 83}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 316.5952453613281, 'y': 812.8910522460938, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 1}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 377.34454345703125, 'y': 806.1411743164062, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 0}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 664.2162475585938, 'y': 775.7664794921875, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 1}, {'value': 1}, {'value': 70}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 741.8403930664062, 'y': 792.6412963867188, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 0}, {'value': 1}, {'value': 73}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 967.9627685546875, 'y': 887.1401977539062, 'tool': 0, 'frame': 0, 'details': [{'value': 4}, {'value': 1}, {'value': 1}, {'value': 74}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 1055.7117919921875, 'y': 924.2647705078125, 'tool': 0, 'frame': 0, 'details': [{'value': 5}, {'value': 0}, {'value': 1}, {'value': 79}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 1258.20947265625, 'y': 1082.887939453125, 'tool': 0, 'frame': 0, 'details': [{'value': 5}, {'value': 1}, {'value': 1}, {'value': 75}], 'tool_label': 'Probe Site (Percent Bone Loss)'}]","[{'x': 1221.0848388671875, 'y': 1197.63671875, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}, {'x': 1052.3367919921875, 'y': 1099.7628173828125, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}]","[{'x': 1376.3331298828125, 'y': 1184.1368408203125, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Alveolar Ridge Resorption'}]",[]
57fad2119397d9e7a4ce5be7900236b0f8f415dc93b707c2592b280f56987af3,TestDataset12.png,"{'tooth_num': 2, 'mesial': 'Moderate', 'mesial_conf': '50', 'mesial_pls': False, 'mesial_pls_conf': None, 'distal': 'Moderate', 'distal_conf': '50', 'distal_pls': True, 'distal_pls_conf': 50, 'furcation': None, 'furcation_conf': None, 'arr_left': None, 'arr_left_conf': None, 'arr_right': None, 'arr_right_conf': None}","[{'x': 300.39788818359375, 'y': 843.2785034179688, 'tool': 0, 'frame': 0, 'details': [{'value': 1}, {'value': 1}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 349.2384948730469, 'y': 807.0565795898438, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 0}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 653.7796020507812, 'y': 846.9996948242188, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 1}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 711.2433471679688, 'y': 823.2651977539062, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 0}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 969.8301391601562, 'y': 943.2854614257812, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 1}, {'value': 1}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}]","[{'x': 311.7165222167969, 'y': 963.77587890625, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}, {'x': 659.5164184570312, 'y': 963.8951416015625, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}]","[{'x': 1328.1614990234375, 'y': 1218.59375, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Alveolar Ridge Resorption'}, {'x': 1282.7081298828125, 'y': 1134.1156005859375, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Alveolar Ridge Resorption'}]",[]
57fad2119397d9e7a4ce5be7900236b0f8f415dc93b707c2592b280f56987af3,TestDataset12.png,"{'tooth_num': 3, 'mesial': 'Moderate', 'mesial_conf': '50', 'mesial_pls': False, 'mesial_pls_conf': None, 'distal': 'Mild', 'distal_conf': '50', 'distal_pls': True, 'distal_pls_conf': 50, 'furcation': None, 'furcation_conf': None, 'arr_left': None, 'arr_left_conf': None, 'arr_right': None, 'arr_right_conf': None}","[{'x': 300.39788818359375, 'y': 843.2785034179688, 'tool': 0, 'frame': 0, 'details': [{'value': 1}, {'value': 1}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 349.2384948730469, 'y': 807.0565795898438, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 0}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 653.7796020507812, 'y': 846.9996948242188, 'tool': 0, 'frame': 0, 'details': [{'value': 2}, {'value': 1}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 711.2433471679688, 'y': 823.2651977539062, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 0}, {'value': 2}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}, {'x': 969.8301391601562, 'y': 943.2854614257812, 'tool': 0, 'frame': 0, 'details': [{'value': 3}, {'value': 1}, {'value': 1}, {'value': '50'}], 'tool_label': 'Probe Site (Percent Bone Loss)'}]","[{'x': 311.7165222167969, 'y': 963.77587890625, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}, {'x': 659.5164184570312, 'y': 963.8951416015625, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Widened Periodontal Ligament Space'}]","[{'x': 1328.1614990234375, 'y': 1218.59375, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Alveolar Ridge Resorption'}, {'x': 1282.7081298828125, 'y': 1134.1156005859375, 'tool': 0, 'frame': 0, 'details': [{'value': '50'}], 'tool_label': 'Alveolar Ridge Resorption'}]",[]
